district,county,rep_unit,total,party,candidate,votes
3,EAU CLAIRE,City of EAU CLAIRE Ward 49,265,REP,Derrick Van Orden,103
3,EAU CLAIRE,City of EAU CLAIRE Ward 49,265,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 50,524,DEM,Brad Pfaff,438
3,EAU CLAIRE,City of EAU CLAIRE Ward 50,524,REP,Derrick Van Orden,84
3,EAU CLAIRE,City of EAU CLAIRE Ward 50,524,SCATTERING,NA,2
3,EAU CLAIRE,City of EAU CLAIRE Ward 51,636,DEM,Brad Pfaff,480
3,EAU CLAIRE,City of EAU CLAIRE Ward 51,636,REP,Derrick Van Orden,154
3,EAU CLAIRE,City of EAU CLAIRE Ward 51,636,SCATTERING,NA,2
3,EAU CLAIRE,City of EAU CLAIRE Ward 52,412,DEM,Brad Pfaff,290
3,EAU CLAIRE,City of EAU CLAIRE Ward 52,412,REP,Derrick Van Orden,122
3,EAU CLAIRE,City of EAU CLAIRE Ward 52,412,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 53,634,DEM,Brad Pfaff,375
3,EAU CLAIRE,City of EAU CLAIRE Ward 53,634,REP,Derrick Van Orden,258
3,EAU CLAIRE,City of EAU CLAIRE Ward 53,634,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 54,367,DEM,Brad Pfaff,210
3,EAU CLAIRE,City of EAU CLAIRE Ward 54,367,REP,Derrick Van Orden,157
3,EAU CLAIRE,City of EAU CLAIRE Ward 54,367,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 55,703,DEM,Brad Pfaff,434
3,EAU CLAIRE,City of EAU CLAIRE Ward 55,703,REP,Derrick Van Orden,268
3,EAU CLAIRE,City of EAU CLAIRE Ward 55,703,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 56,405,DEM,Brad Pfaff,263
3,EAU CLAIRE,City of EAU CLAIRE Ward 56,405,REP,Derrick Van Orden,142
3,EAU CLAIRE,City of EAU CLAIRE Ward 56,405,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 57,298,DEM,Brad Pfaff,193
3,EAU CLAIRE,City of EAU CLAIRE Ward 57,298,REP,Derrick Van Orden,104
3,EAU CLAIRE,City of EAU CLAIRE Ward 57,298,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 58,460,DEM,Brad Pfaff,279
3,EAU CLAIRE,City of EAU CLAIRE Ward 58,460,REP,Derrick Van Orden,181
3,EAU CLAIRE,City of EAU CLAIRE Ward 58,460,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 59,588,DEM,Brad Pfaff,387
3,EAU CLAIRE,City of EAU CLAIRE Ward 59,588,REP,Derrick Van Orden,200
3,EAU CLAIRE,City of EAU CLAIRE Ward 59,588,SCATTERING,NA,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 60,556,DEM,Brad Pfaff,358
3,EAU CLAIRE,City of EAU CLAIRE Ward 60,556,REP,Derrick Van Orden,198
3,EAU CLAIRE,City of EAU CLAIRE Ward 60,556,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 61,301,DEM,Brad Pfaff,202
3,EAU CLAIRE,City of EAU CLAIRE Ward 61,301,REP,Derrick Van Orden,99
3,EAU CLAIRE,City of EAU CLAIRE Ward 61,301,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 62,353,DEM,Brad Pfaff,208
3,EAU CLAIRE,City of EAU CLAIRE Ward 62,353,REP,Derrick Van Orden,145
3,EAU CLAIRE,City of EAU CLAIRE Ward 62,353,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 63,0,DEM,Brad Pfaff,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 63,0,REP,Derrick Van Orden,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 63,0,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 65,0,DEM,Brad Pfaff,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 65,0,REP,Derrick Van Orden,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 65,0,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 66,76,DEM,Brad Pfaff,48
3,EAU CLAIRE,City of EAU CLAIRE Ward 66,76,REP,Derrick Van Orden,28
3,EAU CLAIRE,City of EAU CLAIRE Ward 66,76,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 67,0,DEM,Brad Pfaff,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 67,0,REP,Derrick Van Orden,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 67,0,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 68,2,DEM,Brad Pfaff,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 68,2,REP,Derrick Van Orden,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 68,2,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 69,42,DEM,Brad Pfaff,20
3,EAU CLAIRE,City of EAU CLAIRE Ward 69,42,REP,Derrick Van Orden,22
3,EAU CLAIRE,City of EAU CLAIRE Ward 69,42,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 70,305,DEM,Brad Pfaff,181
3,EAU CLAIRE,City of EAU CLAIRE Ward 70,305,REP,Derrick Van Orden,124
3,EAU CLAIRE,City of EAU CLAIRE Ward 70,305,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 71,0,DEM,Brad Pfaff,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 71,0,REP,Derrick Van Orden,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 71,0,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 72,1,DEM,Brad Pfaff,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 72,1,REP,Derrick Van Orden,1
3,EAU CLAIRE,City of EAU CLAIRE Ward 72,1,SCATTERING,NA,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 73,0,DEM,Brad Pfaff,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 73,0,REP,Derrick Van Orden,0
3,EAU CLAIRE,City of EAU CLAIRE Ward 73,0,SCATTERING,NA,0
3,GRANT,Town of BEETOWN Wards 1-2,274,DEM,Brad Pfaff,58
3,GRANT,Town of BEETOWN Wards 1-2,274,REP,Derrick Van Orden,216
3,GRANT,Town of BEETOWN Wards 1-2,274,SCATTERING,NA,0
3,GRANT,Town of BLOOMINGTON Ward 1,172,DEM,Brad Pfaff,51
3,GRANT,Town of BLOOMINGTON Ward 1,172,REP,Derrick Van Orden,120
3,GRANT,Town of BLOOMINGTON Ward 1,172,SCATTERING,NA,1
3,GRANT,Town of BOSCOBEL Wards 1-3,170,DEM,Brad Pfaff,68
3,GRANT,Town of BOSCOBEL Wards 1-3,170,REP,Derrick Van Orden,102
3,GRANT,Town of BOSCOBEL Wards 1-3,170,SCATTERING,NA,0
3,GRANT,Town of CASSVILLE Wards 1-2,170,DEM,Brad Pfaff,38
3,GRANT,Town of CASSVILLE Wards 1-2,170,REP,Derrick Van Orden,132
3,GRANT,Town of CASSVILLE Wards 1-2,170,SCATTERING,NA,0
3,GRANT,Town of CASTLE ROCK Ward 1,126,DEM,Brad Pfaff,50
3,GRANT,Town of CASTLE ROCK Ward 1,126,REP,Derrick Van Orden,76
3,GRANT,Town of CASTLE ROCK Ward 1,126,SCATTERING,NA,0
3,GRANT,Town of CLIFTON Ward 1,107,DEM,Brad Pfaff,48
3,GRANT,Town of CLIFTON Ward 1,107,REP,Derrick Van Orden,59
3,GRANT,Town of CLIFTON Ward 1,107,SCATTERING,NA,0
3,GRANT,Town of ELLENBORO Ward 1,268,DEM,Brad Pfaff,77
3,GRANT,Town of ELLENBORO Ward 1,268,REP,Derrick Van Orden,191
3,GRANT,Town of ELLENBORO Ward 1,268,SCATTERING,NA,0
3,GRANT,Town of FENNIMORE Wards 1-2,202,DEM,Brad Pfaff,76
3,GRANT,Town of FENNIMORE Wards 1-2,202,REP,Derrick Van Orden,126
3,GRANT,Town of FENNIMORE Wards 1-2,202,SCATTERING,NA,0
3,GRANT,Town of GLEN HAVEN Ward 1,165,DEM,Brad Pfaff,36
3,GRANT,Town of GLEN HAVEN Ward 1,165,REP,Derrick Van Orden,129
3,GRANT,Town of GLEN HAVEN Ward 1,165,SCATTERING,NA,0
3,GRANT,Town of HARRISON Ward 1,261,DEM,Brad Pfaff,86
3,GRANT,Town of HARRISON Ward 1,261,REP,Derrick Van Orden,175
3,GRANT,Town of HARRISON Ward 1,261,SCATTERING,NA,0
3,GRANT,Town of HAZEL GREEN Wards 1-2,489,DEM,Brad Pfaff,219
3,GRANT,Town of HAZEL GREEN Wards 1-2,489,REP,Derrick Van Orden,270
3,GRANT,Town of HAZEL GREEN Wards 1-2,489,SCATTERING,NA,0
3,GRANT,Town of HICKORY GROVE Ward 1,147,DEM,Brad Pfaff,54
3,GRANT,Town of HICKORY GROVE Ward 1,147,REP,Derrick Van Orden,93
3,GRANT,Town of HICKORY GROVE Ward 1,147,SCATTERING,NA,0
3,GRANT,Town of JAMESTOWN Wards 1-3,1014,DEM,Brad Pfaff,349
3,GRANT,Town of JAMESTOWN Wards 1-3,1014,REP,Derrick Van Orden,665
3,GRANT,Town of JAMESTOWN Wards 1-3,1014,SCATTERING,NA,0
3,GRANT,Town of LIBERTY Ward 1,196,DEM,Brad Pfaff,50
3,GRANT,Town of LIBERTY Ward 1,196,REP,Derrick Van Orden,146
3,GRANT,Town of LIBERTY Ward 1,196,SCATTERING,NA,0
3,GRANT,Town of LIMA Ward 1,333,DEM,Brad Pfaff,134
3,GRANT,Town of LIMA Ward 1,333,REP,Derrick Van Orden,199
3,GRANT,Town of LIMA Ward 1,333,SCATTERING,NA,0
3,GRANT,Town of LITTLE GRANT Ward 1,133,DEM,Brad Pfaff,35
3,GRANT,Town of LITTLE GRANT Ward 1,133,REP,Derrick Van Orden,98
3,GRANT,Town of LITTLE GRANT Ward 1,133,SCATTERING,NA,0
3,GRANT,Town of MARION Ward 1,205,DEM,Brad Pfaff,63
3,GRANT,Town of MARION Ward 1,205,REP,Derrick Van Orden,142
3,GRANT,Town of MARION Ward 1,205,SCATTERING,NA,0
3,GRANT,Town of MILLVILLE Ward 1,74,DEM,Brad Pfaff,33
3,GRANT,Town of MILLVILLE Ward 1,74,REP,Derrick Van Orden,41
3,GRANT,Town of MILLVILLE Ward 1,74,SCATTERING,NA,0
3,GRANT,Town of MOUNT HOPE Ward 1,82,DEM,Brad Pfaff,24
3,GRANT,Town of MOUNT HOPE Ward 1,82,REP,Derrick Van Orden,58
3,GRANT,Town of MOUNT HOPE Ward 1,82,SCATTERING,NA,0
3,GRANT,Town of MOUNT IDA Ward 1,215,DEM,Brad Pfaff,59
3,GRANT,Town of MOUNT IDA Ward 1,215,REP,Derrick Van Orden,156
3,GRANT,Town of MOUNT IDA Ward 1,215,SCATTERING,NA,0
3,GRANT,Town of MUSCODA Ward 1,276,DEM,Brad Pfaff,100
3,GRANT,Town of MUSCODA Ward 1,276,REP,Derrick Van Orden,176
3,GRANT,Town of MUSCODA Ward 1,276,SCATTERING,NA,0
3,GRANT,Town of NORTH LANCASTER Ward 1,257,DEM,Brad Pfaff,85
3,GRANT,Town of NORTH LANCASTER Ward 1,257,REP,Derrick Van Orden,172
3,GRANT,Town of NORTH LANCASTER Ward 1,257,SCATTERING,NA,0
3,GRANT,Town of PARIS Wards 1-2,356,DEM,Brad Pfaff,116
3,GRANT,Town of PARIS Wards 1-2,356,REP,Derrick Van Orden,240
3,GRANT,Town of PARIS Wards 1-2,356,SCATTERING,NA,0
3,GRANT,Town of PATCH GROVE Ward 1,122,DEM,Brad Pfaff,53
3,GRANT,Town of PATCH GROVE Ward 1,122,REP,Derrick Van Orden,69
3,GRANT,Town of PATCH GROVE Ward 1,122,SCATTERING,NA,0
3,GRANT,"Town of PLATTEVILLE Wards 1,2",731,DEM,Brad Pfaff,349
3,GRANT,"Town of PLATTEVILLE Wards 1,2",731,REP,Derrick Van Orden,382
3,GRANT,"Town of PLATTEVILLE Wards 1,2",731,SCATTERING,NA,0
3,GRANT,Town of POTOSI Wards 1-2,401,DEM,Brad Pfaff,144
3,GRANT,Town of POTOSI Wards 1-2,401,REP,Derrick Van Orden,257
3,GRANT,Town of POTOSI Wards 1-2,401,SCATTERING,NA,0
3,GRANT,Town of SMELSER Wards 1-2,412,DEM,Brad Pfaff,152
3,GRANT,Town of SMELSER Wards 1-2,412,REP,Derrick Van Orden,260
3,GRANT,Town of SMELSER Wards 1-2,412,SCATTERING,NA,0
3,GRANT,"Town of SOUTH LANCASTER Wards 1,2",313,DEM,Brad Pfaff,106
3,GRANT,"Town of SOUTH LANCASTER Wards 1,2",313,REP,Derrick Van Orden,207
3,GRANT,"Town of SOUTH LANCASTER Wards 1,2",313,SCATTERING,NA,0
3,GRANT,Town of WATERLOO Ward 1,264,DEM,Brad Pfaff,83
3,GRANT,Town of WATERLOO Ward 1,264,REP,Derrick Van Orden,181
3,GRANT,Town of WATERLOO Ward 1,264,SCATTERING,NA,0
3,GRANT,Town of WATTERSTOWN Wards 1-2,166,DEM,Brad Pfaff,55
3,GRANT,Town of WATTERSTOWN Wards 1-2,166,REP,Derrick Van Orden,111
3,GRANT,Town of WATTERSTOWN Wards 1-2,166,SCATTERING,NA,0
3,GRANT,Town of WINGVILLE Ward 1,149,DEM,Brad Pfaff,65
3,GRANT,Town of WINGVILLE Ward 1,149,REP,Derrick Van Orden,84
3,GRANT,Town of WINGVILLE Ward 1,149,SCATTERING,NA,0
3,GRANT,Town of WOODMAN Ward 1,81,DEM,Brad Pfaff,23
3,GRANT,Town of WOODMAN Ward 1,81,REP,Derrick Van Orden,58
3,GRANT,Town of WOODMAN Ward 1,81,SCATTERING,NA,0
3,GRANT,Town of WYALUSING Ward 1,177,DEM,Brad Pfaff,68
3,GRANT,Town of WYALUSING Ward 1,177,REP,Derrick Van Orden,109
3,GRANT,Town of WYALUSING Ward 1,177,SCATTERING,NA,0
3,GRANT,Village of BAGLEY Ward 1,152,DEM,Brad Pfaff,62
3,GRANT,Village of BAGLEY Ward 1,152,REP,Derrick Van Orden,90
3,GRANT,Village of BAGLEY Ward 1,152,SCATTERING,NA,0
3,GRANT,Village of BLOOMINGTON Ward 1,293,DEM,Brad Pfaff,98
3,GRANT,Village of BLOOMINGTON Ward 1,293,REP,Derrick Van Orden,194
3,GRANT,Village of BLOOMINGTON Ward 1,293,SCATTERING,NA,1
3,GRANT,Village of BLUE RIVER Ward 1,165,DEM,Brad Pfaff,75
3,GRANT,Village of BLUE RIVER Ward 1,165,REP,Derrick Van Orden,90
3,GRANT,Village of BLUE RIVER Ward 1,165,SCATTERING,NA,0
3,GRANT,Village of CASSVILLE Wards 1-2,365,DEM,Brad Pfaff,148
3,GRANT,Village of CASSVILLE Wards 1-2,365,REP,Derrick Van Orden,217
3,GRANT,Village of CASSVILLE Wards 1-2,365,SCATTERING,NA,0
3,GRANT,Village of DICKEYVILLE Wards 1-2,474,DEM,Brad Pfaff,182
3,GRANT,Village of DICKEYVILLE Wards 1-2,474,REP,Derrick Van Orden,292
3,GRANT,Village of DICKEYVILLE Wards 1-2,474,SCATTERING,NA,0
3,GRANT,Village of HAZEL GREEN Wards 1-2,452,DEM,Brad Pfaff,200
3,GRANT,Village of HAZEL GREEN Wards 1-2,452,REP,Derrick Van Orden,252
3,GRANT,Village of HAZEL GREEN Wards 1-2,452,SCATTERING,NA,0
3,GRANT,Village of LIVINGSTON Ward 1,276,DEM,Brad Pfaff,132
3,GRANT,Village of LIVINGSTON Ward 1,276,REP,Derrick Van Orden,144
3,GRANT,Village of LIVINGSTON Ward 1,276,SCATTERING,NA,0
3,GRANT,Village of MONTFORT Ward 1,232,DEM,Brad Pfaff,114
3,GRANT,Village of MONTFORT Ward 1,232,REP,Derrick Van Orden,118
3,GRANT,Village of MONTFORT Ward 1,232,SCATTERING,NA,0
3,GRANT,Village of MOUNT HOPE Ward 1,65,DEM,Brad Pfaff,24
3,GRANT,Village of MOUNT HOPE Ward 1,65,REP,Derrick Van Orden,41
3,GRANT,Village of MOUNT HOPE Ward 1,65,SCATTERING,NA,0
3,GRANT,Village of MUSCODA Wards 1-2,426,DEM,Brad Pfaff,185
3,GRANT,Village of MUSCODA Wards 1-2,426,REP,Derrick Van Orden,241
3,GRANT,Village of MUSCODA Wards 1-2,426,SCATTERING,NA,0
3,GRANT,Village of PATCH GROVE Ward 1,59,DEM,Brad Pfaff,24
3,GRANT,Village of PATCH GROVE Ward 1,59,REP,Derrick Van Orden,35
3,GRANT,Village of PATCH GROVE Ward 1,59,SCATTERING,NA,0
3,GRANT,Village of POTOSI Ward 1,291,DEM,Brad Pfaff,93
3,GRANT,Village of POTOSI Ward 1,291,REP,Derrick Van Orden,198
3,GRANT,Village of POTOSI Ward 1,291,SCATTERING,NA,0
3,GRANT,Village of TENNYSON Ward 1,146,DEM,Brad Pfaff,48
3,GRANT,Village of TENNYSON Ward 1,146,REP,Derrick Van Orden,98
3,GRANT,Village of TENNYSON Ward 1,146,SCATTERING,NA,0
3,GRANT,Village of WOODMAN Ward 1,35,DEM,Brad Pfaff,10
3,GRANT,Village of WOODMAN Ward 1,35,REP,Derrick Van Orden,25
3,GRANT,Village of WOODMAN Ward 1,35,SCATTERING,NA,0
3,GRANT,City of BOSCOBEL Wards 1-8,1007,DEM,Brad Pfaff,497
3,GRANT,City of BOSCOBEL Wards 1-8,1007,REP,Derrick Van Orden,510
3,GRANT,City of BOSCOBEL Wards 1-8,1007,SCATTERING,NA,0
3,GRANT,City of CUBA CITY Wards 1-4,767,DEM,Brad Pfaff,392
3,GRANT,City of CUBA CITY Wards 1-4,767,REP,Derrick Van Orden,375
3,GRANT,City of CUBA CITY Wards 1-4,767,SCATTERING,NA,0
3,GRANT,City of FENNIMORE Wards 1-4,923,DEM,Brad Pfaff,413
3,GRANT,City of FENNIMORE Wards 1-4,923,REP,Derrick Van Orden,508
3,GRANT,City of FENNIMORE Wards 1-4,923,SCATTERING,NA,2
3,GRANT,City of LANCASTER Wards 1-6,1496,DEM,Brad Pfaff,625
3,GRANT,City of LANCASTER Wards 1-6,1496,REP,Derrick Van Orden,870
3,GRANT,City of LANCASTER Wards 1-6,1496,SCATTERING,NA,1
3,GRANT,City of PLATTEVILLE Wards 1-2,1082,DEM,Brad Pfaff,644
3,GRANT,City of PLATTEVILLE Wards 1-2,1082,REP,Derrick Van Orden,437
3,GRANT,City of PLATTEVILLE Wards 1-2,1082,SCATTERING,NA,1
3,GRANT,City of PLATTEVILLE Wards 3-4,1136,DEM,Brad Pfaff,657
3,GRANT,City of PLATTEVILLE Wards 3-4,1136,REP,Derrick Van Orden,475
3,GRANT,City of PLATTEVILLE Wards 3-4,1136,SCATTERING,NA,4
3,GRANT,City of PLATTEVILLE Wards 5-6,716,DEM,Brad Pfaff,404
3,GRANT,City of PLATTEVILLE Wards 5-6,716,REP,Derrick Van Orden,311
3,GRANT,City of PLATTEVILLE Wards 5-6,716,SCATTERING,NA,1
3,GRANT,City of PLATTEVILLE Wards 7-9,832,DEM,Brad Pfaff,500
3,GRANT,City of PLATTEVILLE Wards 7-9,832,REP,Derrick Van Orden,332
3,GRANT,City of PLATTEVILLE Wards 7-9,832,SCATTERING,NA,0
3,JACKSON,Town of ADAMS Wards 1-3,713,DEM,Brad Pfaff,285
3,JACKSON,Town of ADAMS Wards 1-3,713,REP,Derrick Van Orden,428
3,JACKSON,Town of ADAMS Wards 1-3,713,SCATTERING,NA,0
3,JACKSON,Town of ALBION Wards 1-4,569,DEM,Brad Pfaff,238
3,JACKSON,Town of ALBION Wards 1-4,569,REP,Derrick Van Orden,331
3,JACKSON,Town of ALBION Wards 1-4,569,SCATTERING,NA,0
3,JACKSON,Town of ALMA Wards 2-3,303,DEM,Brad Pfaff,110
3,JACKSON,Town of ALMA Wards 2-3,303,REP,Derrick Van Orden,193
3,JACKSON,Town of ALMA Wards 2-3,303,SCATTERING,NA,0
3,JACKSON,Town of BROCKWAY Wards 1-6,676,DEM,Brad Pfaff,391
3,JACKSON,Town of BROCKWAY Wards 1-6,676,REP,Derrick Van Orden,285
3,JACKSON,Town of BROCKWAY Wards 1-6,676,SCATTERING,NA,0
3,JACKSON,Town of CURRAN Ward 1,146,DEM,Brad Pfaff,64
3,JACKSON,Town of CURRAN Ward 1,146,REP,Derrick Van Orden,82
3,JACKSON,Town of CURRAN Ward 1,146,SCATTERING,NA,0
3,JACKSON,Town of FRANKLIN Ward 1,138,DEM,Brad Pfaff,62
3,JACKSON,Town of FRANKLIN Ward 1,138,REP,Derrick Van Orden,76
3,JACKSON,Town of FRANKLIN Ward 1,138,SCATTERING,NA,0
3,JACKSON,Town of GARFIELD Wards 1-2,325,DEM,Brad Pfaff,109
3,JACKSON,Town of GARFIELD Wards 1-2,325,REP,Derrick Van Orden,216
3,JACKSON,Town of GARFIELD Wards 1-2,325,SCATTERING,NA,0
3,JACKSON,Town of HIXTON Wards 1-2,267,DEM,Brad Pfaff,97
3,JACKSON,Town of HIXTON Wards 1-2,267,REP,Derrick Van Orden,170
3,JACKSON,Town of HIXTON Wards 1-2,267,SCATTERING,NA,0
3,JACKSON,Town of IRVING Wards 1-3,320,DEM,Brad Pfaff,126
3,JACKSON,Town of IRVING Wards 1-3,320,REP,Derrick Van Orden,194
3,JACKSON,Town of IRVING Wards 1-3,320,SCATTERING,NA,0
3,JACKSON,Town of KOMENSKY Ward 1,129,DEM,Brad Pfaff,103
3,JACKSON,Town of KOMENSKY Ward 1,129,REP,Derrick Van Orden,26
3,JACKSON,Town of KOMENSKY Ward 1,129,SCATTERING,NA,0
3,JACKSON,Town of MANCHESTER Ward 1,357,DEM,Brad Pfaff,117
3,JACKSON,Town of MANCHESTER Ward 1,357,REP,Derrick Van Orden,240
3,JACKSON,Town of MANCHESTER Ward 1,357,SCATTERING,NA,0
3,JACKSON,Town of MELROSE Ward 1,192,DEM,Brad Pfaff,62
3,JACKSON,Town of MELROSE Ward 1,192,REP,Derrick Van Orden,130
3,JACKSON,Town of MELROSE Ward 1,192,SCATTERING,NA,0
3,JACKSON,Town of MILLSTON Wards 1-2,105,DEM,Brad Pfaff,38
3,JACKSON,Town of MILLSTON Wards 1-2,105,REP,Derrick Van Orden,67
3,JACKSON,Town of MILLSTON Wards 1-2,105,SCATTERING,NA,0
3,JACKSON,Town of NORTH BEND Ward 1,219,DEM,Brad Pfaff,94
3,JACKSON,Town of NORTH BEND Ward 1,219,REP,Derrick Van Orden,125
3,JACKSON,Town of NORTH BEND Ward 1,219,SCATTERING,NA,0
3,JACKSON,Town of NORTHFIELD Ward 1,294,DEM,Brad Pfaff,101
3,JACKSON,Town of NORTHFIELD Ward 1,294,REP,Derrick Van Orden,193
3,JACKSON,Town of NORTHFIELD Ward 1,294,SCATTERING,NA,0
3,JACKSON,Town of SPRINGFIELD Wards 1-2,209,DEM,Brad Pfaff,92
3,JACKSON,Town of SPRINGFIELD Wards 1-2,209,REP,Derrick Van Orden,117
3,JACKSON,Town of SPRINGFIELD Wards 1-2,209,SCATTERING,NA,0
3,JACKSON,Village of ALMA CENTER Ward 1,186,DEM,Brad Pfaff,99
3,JACKSON,Village of ALMA CENTER Ward 1,186,REP,Derrick Van Orden,87
3,JACKSON,Village of ALMA CENTER Ward 1,186,SCATTERING,NA,0
3,JACKSON,Village of HIXTON Ward 1,171,DEM,Brad Pfaff,66
3,JACKSON,Village of HIXTON Ward 1,171,REP,Derrick Van Orden,105
3,JACKSON,Village of HIXTON Ward 1,171,SCATTERING,NA,0
3,JACKSON,Village of MELROSE Ward 1,208,DEM,Brad Pfaff,98
3,JACKSON,Village of MELROSE Ward 1,208,REP,Derrick Van Orden,110
3,JACKSON,Village of MELROSE Ward 1,208,SCATTERING,NA,0
3,JACKSON,Village of MERRILLAN Ward 1,147,DEM,Brad Pfaff,71
3,JACKSON,Village of MERRILLAN Ward 1,147,REP,Derrick Van Orden,76
3,JACKSON,Village of MERRILLAN Ward 1,147,SCATTERING,NA,0
3,JACKSON,Village of TAYLOR Ward 1,131,DEM,Brad Pfaff,58
3,JACKSON,Village of TAYLOR Ward 1,131,REP,Derrick Van Orden,73
3,JACKSON,Village of TAYLOR Ward 1,131,SCATTERING,NA,0
3,JACKSON,City of BLACK RIVER FALLS Ward 1,404,DEM,Brad Pfaff,222
3,JACKSON,City of BLACK RIVER FALLS Ward 1,404,REP,Derrick Van Orden,182
3,JACKSON,City of BLACK RIVER FALLS Ward 1,404,SCATTERING,NA,0
3,JACKSON,City of BLACK RIVER FALLS Ward 2,356,DEM,Brad Pfaff,201
3,JACKSON,City of BLACK RIVER FALLS Ward 2,356,REP,Derrick Van Orden,155
3,JACKSON,City of BLACK RIVER FALLS Ward 2,356,SCATTERING,NA,0
3,JACKSON,City of BLACK RIVER FALLS Ward 3,158,DEM,Brad Pfaff,80
3,JACKSON,City of BLACK RIVER FALLS Ward 3,158,REP,Derrick Van Orden,78
3,JACKSON,City of BLACK RIVER FALLS Ward 3,158,SCATTERING,NA,0
3,JACKSON,City of BLACK RIVER FALLS Ward 4,376,DEM,Brad Pfaff,179
3,JACKSON,City of BLACK RIVER FALLS Ward 4,376,REP,Derrick Van Orden,197
3,JACKSON,City of BLACK RIVER FALLS Ward 4,376,SCATTERING,NA,0
3,JUNEAU,Town of CLEARFIELD Ward 2,78,DEM,Brad Pfaff,21
3,JUNEAU,Town of CLEARFIELD Ward 2,78,REP,Derrick Van Orden,57
3,JUNEAU,Town of CLEARFIELD Ward 2,78,SCATTERING,NA,0
3,JUNEAU,Town of FOUNTAIN Wards 1-2,285,DEM,Brad Pfaff,90
3,JUNEAU,Town of FOUNTAIN Wards 1-2,285,REP,Derrick Van Orden,195
3,JUNEAU,Town of FOUNTAIN Wards 1-2,285,SCATTERING,NA,0
3,JUNEAU,Town of GERMANTOWN Wards 2-3,445,DEM,Brad Pfaff,130
3,JUNEAU,Town of GERMANTOWN Wards 2-3,445,REP,Derrick Van Orden,315
3,JUNEAU,Town of GERMANTOWN Wards 2-3,445,SCATTERING,NA,0
3,JUNEAU,Town of KILDARE Wards 1-3,305,DEM,Brad Pfaff,112
3,JUNEAU,Town of KILDARE Wards 1-3,305,REP,Derrick Van Orden,193
3,JUNEAU,Town of KILDARE Wards 1-3,305,SCATTERING,NA,0
3,JUNEAU,Town of LEMONWEIR Wards 1-4,697,DEM,Brad Pfaff,264
3,JUNEAU,Town of LEMONWEIR Wards 1-4,697,REP,Derrick Van Orden,433
3,JUNEAU,Town of LEMONWEIR Wards 1-4,697,SCATTERING,NA,0
3,JUNEAU,Town of LINDINA Ward 1,377,DEM,Brad Pfaff,159
3,JUNEAU,Town of LINDINA Ward 1,377,REP,Derrick Van Orden,218
3,JUNEAU,Town of LINDINA Ward 1,377,SCATTERING,NA,0
3,JUNEAU,Town of LISBON Ward 1,429,DEM,Brad Pfaff,153
3,JUNEAU,Town of LISBON Ward 1,429,REP,Derrick Van Orden,276
3,JUNEAU,Town of LISBON Ward 1,429,SCATTERING,NA,0
3,JUNEAU,Town of LYNDON Wards 1-3,596,DEM,Brad Pfaff,257
3,JUNEAU,Town of LYNDON Wards 1-3,596,REP,Derrick Van Orden,339
3,JUNEAU,Town of LYNDON Wards 1-3,596,SCATTERING,NA,0
3,JUNEAU,Town of MARION Ward 1,191,DEM,Brad Pfaff,47
3,JUNEAU,Town of MARION Ward 1,191,REP,Derrick Van Orden,144
3,JUNEAU,Town of MARION Ward 1,191,SCATTERING,NA,0
